dominant_topic;topic_perc_contribution;topic_Keywords;clean_review;original_review;polarity_score
Topic 2;0.3;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'read', '', 'bug', 'break', 'annoying', '', 'story', 'mode', '', '', 'relaxed', 'vibe', '', 'fun', 'kill', 'time', 'way'];"QUICK READ: 
1. Has bugs but not game breaking and not annoying.
2. Story mode is quite nice, has a very relaxed vibe 
3. Fun and kills time in a good way

7/10.";0.3904761904761905
Topic 2;0.34;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['need', 'patch', 'minor', 'bug', 'glitche', 'optimization', '', '', 'enjoy', 'planet_coaster', 'blaize', 'hand', '', 'annoying', 'look', 'inbreed', 'muppet', 'chuck', 'cheese'];The game needs some patches for minor bugs and glitches as well as some optimization.  But so far, I am really enjoying this more than Planet Coaster.  Blaize on the other hand is really annoying and looks like a inbred muppet from Chuck E Cheese.;-0.03928571428571429
Topic 2;0.33;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['see', 'comparison', 'planet_coaster', 'people', 'ask', 'buy', '', 'park', 'way', 'whimsical', 'fun', 'twist', 'campaign', 'mode', 'choice', 'flesh', 'character', 'park', '', 'incredible', 'amazing', 'customizability', 'planet_coaster', 'system', '', 'simplify', 'impossification', '', 'amp', 'fun', 'ride', 'coaster', 'remove', 'tedious', 'micromanage', 'planet_coaster', 'version', 'park', 'sim', 'play', 'want', 'creative', 'creative', 'mental', 'energy', 'invest', 'intense', 'want', 'cool', 'stuff', 'people', 'planet_coaster', 'chiller', 'version', 'park', 'tycoon', 'way', 'easy', 'entry', 'point', 'modern', 'park', 'sim', 'potential', 'depth', 'need', 'build', 'ton', 'scenery', 'piece', 'building', 'make', 'coaster', '', 'easy', 'forgiving', 'park', '', 'incentivize', 'fun', 'stuff', 'guest', 'complain', 'coaster', 'go', '', 'want', 'launch', 'people', 'rocket', 'stunt', 'ramp', 'fact', 'make', 'park', 'ride', '', 'kraken', 'sploosh', 'people', 'dunk', 'tank', 'fun', 'good', 'hour', 'build', 'coaster_building', 'thing', 'realize', 'middle', 'ride', '', 'need', 'scrap', 'thing', 'park', 'fun', 'charming', 'park', 'management', 'fun', 'potential', 'big', 'caveat', 'right', 'launch', 'bizarre', 'bug', 'end', 'path', 'place', 'pathing', 'menu', 'shut', 'turn', 'coaster', 'save', 'go', '', 'memorable', 'bug', 'entire', 'section', 'pathable', 'park', 'man', 'land', 'guest', 'refuse', 'inexplicable', 'reason', 'break', 'fix', 'reloading', 'move', 'think', 'free', 'cost', 'fix', 'bug', '', 'recommend', '', 'build', 'logistical', 'nightmare', '', 'pretty', 'state', 'launch', 'fix', '', 'fixable', 'bug', '', 'hinder', 'enjoyment'];"I've seen a lot of comparisons to Planet Coaster for this game, with people asking why to buy this one when they have PC/didn't like PC. For the former: Park Beyond's a way more whimsical game with some fun twists on its campaign mode (choices, more fleshed out characters--for a park tycoon, etc.). It doesn't have the (incredible, amazing) customizability as Planet Coaster, and some of the systems are significantly simplified, but the Impossification system really amps up the fun you can have with rides and coasters, and removes a lot of the more tedious micromanaging that Planet Coaster has. It's the version of a park sim you play when you want to be creative but not THAT creative, or you don't have the mental energy to invest in something more intense but still want to do the cool stuff.

For the people who didn't like Planet Coaster: this game is a much chiller version of park tycoon. It's a WAY easier entry point into modern park sims, with some of the same potential for depth. No need to build tons of scenery pieces and buildings, making coasters is way easier and more forgiving, and Park Beyond REALLY incentivizes you to do the fun stuff. No guests complaining that the coaster goes too fast! Want to launch people out of a rocket and into a stunt ramp? Go for it! In fact, make that park ride's animatronic Kraken sploosh people into a dunk tank for fun! Best of all, it won't take eight hours to build a coaster, building the whole thing only to realize somewhere in the middle you made the whole ride puke and you need to scrap the whole thing. 

Park Beyond is a fun, charming take on park management. It's good fun with great potential. The big caveat I have right now on launch is that there seems to be very bizarre bugs, though nothing game-ending. Sometimes paths won't place until you back out of the pathing menu and go back in. Sometimes you have to ""shut off"" and ""turn on"" a coaster after saving to get it going. One memorable bug made an entire section of my pathable park a No Man's Land where guests refused to go for some inexplicable reason. None of these broke the game, all were fixed either by reloading or moving something around (which, I think, is free of cost). I'd like to see them fix these bugs before I wholeheartedly recommended the game, but realistically building a game like this is a logistical nightmare so I'm honestly pretty OK with the state that it's in on launch. They should fix it, but realistically these ARE fixable bugs and don't really hinder enjoyment.";0.1960036945812808
Topic 2;0.74;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'wait', 'progress', 'play', '', '', 'day', 'launch', 'enjoy', 'campaign', 'learn', 'control', '', 'finished', 'feel', '', 'smooth', 'compare', '', 'run', 'minimum', 'gaming', 'laptop', 'planet_coaster', 'feel', 'fun', 'planet_coaster', 'bright', 'colours', 'wacky', 'ride', 'impossification', 'aspect', 'bonker', 'build', 'heavy', 'short', 'way', 'campaign', '', 'enjoy', 'rollercoaster', 'game', 'big', 'hit', '', 'tick', 'box', 'hope', 'ride', 'variety', 'planet_coaster', '', 'limited', 'expect', 'come', 'future', '', '', 'pre', 'order', '', 'steam', 'slight', 'discount', 'think', 'price', 'little', 'steep', 'order', '', '', '', 'impossification', 'set', 'season', 'pass', 'believe', 'access', '', 'upcoming', 'dlcs', 'able', 'access', 'sandbox', 'complete', '', 'campaign', 'try', 'start', 'campain', 'choose', 'option', 'unlocked', 'loading', 'sandbox', 'level', 'able', 'pre', 'order', 'bonus', '', 'man', 'dlc', 'available', 'look', 'research', 'tab', 'season', 'pass', 'exclusive', 'coaster', 'car', 'skin', 'locate', 'wonder', 'develop', 'wacky', 'zoo', 'aquarium', 'rival', 'planet', 'zoo', '', 'sea', 'life', 'relate', 'big', 'hit'];"So far It's great, I can't wait to see how this game progresses! 

I played the Beta 2 days before launch and enjoyed the campaign and learning the controls, I can see so much potential in this game. The 'finished' game feels slightly smoother for me compared to the Beta even though I'm running it on a below minimum gaming laptop.

It's Planet Coaster but it's not. This game feels much more 'fun' than Planet Coaster with it's bright colours and wacky rides. The impossification aspect is so bonkers, I love it. Yet to see if it becomes very build heavy as I'm only a short way into the campaign but I'm really enjoying it. 

Rollercoaster games are a big hit for me and this certainly ticks all my boxes. I do hope there will be more ride variety than Planet Coaster as that's fairly limited, I expect this will come in future DLC but so far so good. 

I pre-ordered the game outside of Steam at a slight discount because I thought the price was a little steep. I ordered the visioneer edition which had the ZOMBEYOND Impossification set and season pass which I believe will give me access to the 3 upcoming DLCs. 

I was able to access the sandbox after completing the first 2 campaigns (I didn't try before starting the campains) if you choose the option to have everything unlocked before loading your sandbox level you should be able to see the pre-order bonus PAC-MAN DLC is available in the game by looking in the research tab. I have yet to find where the season pass exclusive coaster car skins are located.

Wonder if they will develop a wacky zoo/aquarium game that could rival Planet Zoo. I'd love to see that! Anything zoo or sea-life related would be a big hit for me.";0.1267566782810685
Topic 2;0.3;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['impressed', '', 'horrible', 'path', 'feel', 'coaster', 'idea', 'impossifiaction', '', '', 'play', 'waste', 'money', 'wish'];"Not impressed by now - so many bugs - horrible path system - feels like a 90s coaster game...

Like the idea of impossifiactions and so on - but wont play this (waste of money for me - wish i could give it just back)";-0.26666666666666666
Topic 2;0.45;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['concept', 'amazing', 'believe', 'execute'];i love this game, the concept it amazing and i believe it has been well executed :D;0.42500000000000004
Topic 2;0.39;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['time', '', 'chill', 'experience', 'planet_coaster', 'enjoy', 'silliness', 'edit', '', 'playtime', 'dig', 'deep', 'bug', '', 'start', 'lack', 'content', 'interested', 'play', 'update', 'roll', 'feel', '', 'form', 'waiting', 'purchase', 'potential'];"having a good time so far! much more chill experience than planet coaster, but enjoying the silliness of the game.

edit (13 hrs playtime): ok once I dug deeper, some of the bugs really started to get to me, also the lack of content. I'll be interested to play again once a few updates roll out & the game feels more fully formed. i would recommend waiting a while to purchase the game but its seems to have potential.";0.14423076923076922
Topic 2;0.42;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'enjoy', 'easy', 'pick', 'play', 'leave', 'room', 'depth', 'customization', '', 'incline'];so far i am very much enjoying the game. its easy to just pick up and play and leaves room for more in depth customization for the creatively inclined.;0.2722222222222222
Topic 2;0.59;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['see', 'hearing', 'gasp', 'terror', 'kid', '', 'impossifie', 'ride', 'make', '', 'worth', 'fine', 'paramedics', 'fun', '', 'sure', 'price', 'point', 'fun', 'wear', 'get', 'use', 'impossification', 'edit', 'hour', 'graphical', 'bug', 'impossifie', 'start', 'fun', 'feel', 'grindy', 'fun', 'theme_park', 'sim', 'point', 'time', 'say', '', 'wait', 'sale'];"Seeing/hearing the gasps of terror from my kids and husband when I show them the impossified rides, makes this entirely worth it. 

Me: ""It's fine, I have paramedics."" 

XD
TL;DR it's fun, not entirely sure about the price point though, but it's fun. That might wear off once I've gotten used to the impossifications. 

EDIT(at like 30+ hours): There's a lot of graphical bugs and once you've impossified everything, it starts to get less fun and just feels like a grindy, less fun theme park sim. At this point in time, I'd say probably wait for a sale.";0.14814814814814814
Topic 2;0.59;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'idea', 'impossification', 'make', 'unique', 'play', 'planet_coaster', '', 'prefer', '', 'planet_coaster', 'micromanagement', 'building', 'coaster', 'easy'];Great game so far, love the idea of impossification. makes the game so unique. I play planet coaster and honestly prefer this one over pc. Planet coaster is more micromanagement than this. also building coasters is so much easier!;0.25833333333333336
Topic 2;0.34;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['pre', 'order', '', '', 'time', 'spend', 'park', 'oo', 'base', 'flat_rides', '', 'edition', 'add', 'extra', '', 'flat_rides', 'pre', 'order', 'sure', '', 'man', '', 'include', '', 'edition', 'launch', 'story', 'campaign', 'mission', 'complete', 'sandbox_mode', 'map', 'play', 'lot', 'scenery', 'item', 'prefab', 'list', 'go', 'shout', 'huge', 'compliment', 'park', 'team', '', 'wait', 'future', 'park', 'hold', 'season', 'pass', '', 'content', 'get', 'park', 'let', 'build', 'impossification', 'edit', 'performance', '', '', 'improve', 'play', 'close', 'open', 'beta', 'impossification', '', 'cool', 'work', 'ride', 'staff', 'member', 'shop', 'issue', 'way', 'rename', 'park', 'save', '', 'confusing', 'multiple', 'park', 'able', 'colour', 'support', 'coaster', 'change', 'colour', 'track', 'change', 'colour', '', 'thumb', 'admit', 'new', 'favourite', 'theme_park', 'park', 'unique', 'way', 'different', 'theme_park', 'simulation', 'game', 'idea', 'brilliant', 'rating', 'online', 'interactivity', '', '', 'simulation', 'strategy', 'release', 'date', ''];"I pre-ordered the Visioneer Edition before the time and it was well spent. Park Beyond is VERY good O_O

Base game has 25 flat rides where as the Visioneer Edition adds an extra 3 flat rides (that was through pre-ordering, not sure if Pac Man and Zombie is still included in the Visioneer Edition after launch). There are 8 story campaign missions to complete and 27 sandbox mode maps to play on. Lots of scenery items, prefabs and the list goes on. A shout out and a huge compliment to the whole Park Beyond team, great game, just lovely. Can't wait to see what the future of Park Beyond holds through season passes and DLC content. Get this game, you just gotta do it. Love Park Beyond. Let's get building! 10/10 from me. IMPOSSIFICATION!!!

EDIT:

The game performance (for me personally) has greatly improved since playing both the closed and open beta. The impossifications are pretty cool, works for not just the rides but for staff members and shops too. I do have an issue though, is there a way to rename you're park when you save a game? It's really confusing having multiple parks without being able to name them. When I colour the supports on coasters, it doesn't change the colour, however, the track can change colour...otherwise, great game, 2 thumbs up from me. This, I must admit it now, this is my new favourite theme park game. Park Beyond is unique in every way and is different to other theme park simulation games. I love the idea of it, brilliant.

5/5

Game Rating: G (ONLINE INTERACTIVITY)

GENRE: Casual, Simulation, Strategy

RELEASE DATE: 16 Jun, 2023";0.07865909090909093
Topic 2;0.39;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['planet_coaster', 'inbetween', 'get', 'amazing', 'thrillville', 'rail', 'vibe', 'impossification'];While not as good as Planet Coaster, it's a good inbetween. It's also got some amazing Thrillville: Off the Rails vibes with its impossifications!;0.7166666666666667
Topic 2;0.42;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['far', 'time', 'theme_park', 'builder', '', 'scratch', 'itch', 'hope', 'content', 'drop', 'update', 'theme', 'flat_rides', 'coaster', 'option', '', 'decent', 'selection', 'gate', 'curious', 'go', 'potential'];"So far having a great time! 

I love theme park builders and this certainly scratches the itch. I'm hoping for some content drops during updates, more themes, more flat rides and coaster options, but so far it has a decent selection out the gate. 

Curious to see where this game goes, so much potential!";0.21299603174603174
Topic 2;0.32;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['go', 'build', 'theme_park', 'blackjack', 'hooker', 'bender', 'bend', 'rodriguez'];"I'm Going To Build My Own Theme Park With Blackjack and Hookers
(c) Bender Bending Rodriguez";0.6
Topic 3;0.32;coaster, thing, ride, look, play, way, need, build, glitch, place;['', 'fps', 'good', 'graphic', 'card', 'rtx', '', 'fix'];This game has too much drop FPS although there is best graphic card I have  Rtx 4080 I hope they will fix it;0.2
Topic 3;0.34;coaster, thing, ride, look, play, way, need, build, glitch, place;['thrillville', 'planet_coaster', 'fun', 'thing', '', 'care'];More of  a ThrillVille than a Planet Coaster, but I'm having a lot of fun with it, which is the only thing I really care about.;0.25
Topic 3;0.52;coaster, thing, ride, look, play, way, need, build, glitch, place;['crazy', 'thing', 'coaster', '', 'track', 'lay', 'editing', 'tool', '', 'frustrating', 'pre', '', 'track', 'element', 'smooth', 'pov', 'way', 'bug', 'balance', 'issue', 'make', 'sim', 'element', '', 'frustrating', '', 'release', 'state', 'similar', 'game', 'market', 'use', 'reference', 'mind', 'boggle'];"The crazy things you can do with coasters it great, but sadly the track laying and editing tools are fiddly and frustrating, even the pre-fab track elements aren't smooth during POV.
There are way too many bugs and balance issues that make the sim elements plain frustrating.
How this got released in this state when there are so many similar games on the market that they could of used as a reference is mind boggling.";0.008571428571428574
Topic 3;0.5;coaster, thing, ride, look, play, way, need, build, glitch, place;['choice', 'ride', 'impossification', '', 'cool', 'lot', 'roller_coasters', 'generate', 'profit', 'big', 'queue', 'reward', '', 'spend', 'hour', 'create', 'perfect', 'coaster', 'scenary', 'theme', 'place', 'hook', 'coaster', 'work', '', 'generate', 'buzz', 'coaster', 'need', 'massive', '', 'opinion', 'camera', 'object', 'placement', 'need', 'work', 'constant', 'crashing', 'infuriating', '', 'looking_forward', 'work', 'regular', 'update', 'future', 'hold', '', 'change', ''];"the game is great the choice of rides are great  and the impossifications are really cool and there's lots to do.  
My roller coasters never generate a profit and never have a big queue which isn't very rewarding especially when you've spent hours creating the perfect coaster with all the scenary and theming placed around it. 
The hooks for the coaster don't work properly or generate the buzz they should.
Coasters need a massive buff in my opinion and the camera and object placement system's need some work. 
The constant crashing is infuriating but overall i'm looking forward to the game being worked on as i can see it is with the regular updates  and what the future holds for it hopefully we see changes for the better soon";0.14444444444444446
Topic 3;0.49;coaster, thing, ride, look, play, way, need, build, glitch, place;['', 'want', 'make', 'crazy', 'high', 'price', 'worth', '', 'way', 'play', '', '', 'avoid', 'use', 'key', 'feature', 'exploit', '', 'break', 'mission', 'challenge', 'play', 'theme_park', 'builder', 'year', 'one', 'look', 'short', 'pick', 'sale', 'wait', 'fix', '', 'patch', 'time', 'review', 'thing', 'interested', 'read', 'tip', 'common', 'bug', 'make', 'branch', 'loop', 'path', '', 'snake', 'path', 'try', 'hub', 'speak', '', 'feel', 'dare', 'steep', 'incline', 'decline', 'people', 'jiggle', 'edge', 'happiness', 'deplete', 'leave', 'bottle', 'bourbon', 'ready', 'play', 'controller', '', 'rely', 'roller_coasters', 'break', 'get', 'cash', 'build', '', 'complete', 'mission', 'challenge', 'delete', 'disable', 'micromanage', 'price', 'item', 'sync', 'option', 'price', 'need', 'tune', 'build', 'repeat', 'change', 'core', 'loop', 'lose', 'money', 'tune', 'price', 'delete', 'campaign', 'try', 'trick', 'spread', 'building', 'fall', 'challenge', 'require', 'build', 'build', '', 'check', '', 'refund', '', 'work', 'roller_coasters', 'careful', 'height', 'building', 'platform', 'plateaus', 'expensive', 'fast', 'try', 'fix', 'glitche', 'look', 'path', 'delete', 'different', 'way', 'use', 'scenery', 'let', 'cover', 'path', 'connection', 'know', 'go', 'break', '', 'need', 'able', 'bust', 'use', 'bare', 'module', 'cube', 'building', '', 'tab', 'build', 'screen', '', '', '', 'work', 'slot', '', 'miss', 'set', 'minute', 'subtle', 'bug', 'discover', 'way', 'failure'];"I really wanted to like this game, if only to make the crazy high price worth it. Sadly, the only way you can play it right now is to explicitly avoid using key game features, and then exploit to get past the broken mission challenges. I hadn't played a theme park builder in many years - there must be better ones out there. I'd look at those first.

In short, pick it up if it's on sale for US$15 or under, or wait for it to be fixed. We're only one patch in at the time of review (sad that this is a thing...), so it might be a while.

For those still interested and reading, here are some tips to get around some of the common bugs:
- Don't make branching or looping paths. Put everything along one snaking path, or try a hub and spoke layout if you're feeling daring.
- Don't have steep inclines/declines. People will jiggle at the edge until their happiness depletes, then leave.
- Have a bottle of bourbon ready if you're playing with a controller. Actually, have it anyway.
- Don't rely on roller coasters. You'll go broke. If you've got a lot of cash, you can build one to complete some mission challenges, but delete or disable it afterwards.
- Micromanage the prices of all the items. You can get around some of it with the ""sync"" option, but every price needs to be tuned for every building. Then repeat since it can change. This is the core game loop.
- If something is losing money after you've tuned the price, delete it.
- The campaign will try to trick you into spreading out your buildings. Don't fall for it. If a challenge requires it, build the building for the green check, then undo for a refund. Sadly, this doesn't work for roller coasters.
- Be careful of the height of your buildings (both on platforms and plateaus). They get expensive fast.
- Don't try to fix glitched looking paths. Just delete them and go a different way.
- If you use scenery, don't let it cover paths or connections. You never know what's going to break one, so you need to be able to see if anything's busted. I only used the bare modules (cubes) for buildings later on. Last tab on that build screen.
- Manually save often. Autosave works, but there aren't many slots (maybe I missed a setting?) and it can take several minutes for a subtle bug to be discovered and you'll be well on the way to failure by then.";-0.021530612244897968
Topic 3;0.54;coaster, thing, ride, look, play, way, need, build, glitch, place;['', 'campaign', 'consist', 'glitch', 'unnatural', 'animation', 'character', 'pose', 'teleport', '', 'hour', 'play', 'time', 'maximum', 'fun', 'lose', 'park', 'visitor', 'glitch', 'path', 'entrance', 'block', 'path', 'queue', 'work', 'placement', 'object', 'overlap', 'object', 'make', 'visual', 'look', '', 'bad', 'number', 'attraction', 'choice', 'roller_coasters', '', 'bad', 'buy', 'exist', 'title', 'worth_price', ''];"I can't really recommend this game.

The campaign consists of glitches and very unnatural animations.
The characters themselves T-pose very often and teleport.

After a good 2 hours of playing time, the maximum of fun is already lost.

The park visitors very often glitch through paths and entrances, blocking paths so that queues don't work.
The placement of objects is often overlapped with other objects, which makes the visuals look really bad.

The number of attractions could be more as well as the choice of roller coasters.
Unfortunately a bad buy and would therefore go back to other already existing good game titles.
Not worth the price unfortunately";-0.005882352941176457
Topic 3;0.29;coaster, thing, ride, look, play, way, need, build, glitch, place;['micromanager', 'build', 'mechanic', 'frustrating', 'bit', 'broken', 'think', 'charge', 'current', 'price', 'way'];Good game for micromanagers, but the building mechanics are frustrating and a bit broken sometimes. I think it would be a good game if they we charging $20 or so. Current full-price is way too much.;-2.0816681711721685e-17
Topic 3;0.46;coaster, thing, ride, look, play, way, need, build, glitch, place;['buggy', 'low', 'frame', 'rate', 'bad', 'animation', 'poor', 'management', 'system', '', 'unplayable', 'glitch', 'bug', 'campaign', 'impossible', 'complete', 'bug', 'coaster', 'builder', '', 'bad', 'rctw', 'borderline', 'unplayable', 'content', 'unusable', 'furthermore', 'small', 'content', 'overall', 'little', 'customization', 'point', 'lack', 'realism', 'thrillville', 'look', 'pad', '', 'expect', 'figured', 'vein', 'thrillville', '', 'disappointed', '', 'take', 'consideration', 'price'];Buggy, low frame rate, bad animations, poor management systems, and nearly unplayable due to the glitches and bugs. Campaign is impossible to complete due to bugs as well. Coaster builder is one of the worse along side RCTW, most of the game is borderline unplayable or content is unusable. Furthermore, there is a very small amount of content in the game overall, little customization, and to a point of lacking realism that Thrillville looks like a padded playground. I wasn't expecting a lot and figured the game would be in the same vein as Thrillville, but I am still extremely disappointed, especially taking into consideration the price.;-0.25395833333333334
Topic 3;0.56;coaster, thing, ride, look, play, way, need, build, glitch, place;['short', '', 'basic', 'theme_park', 'builder', 'wacky', 'tone', 'wacky', 'tone', 'work', 'ride', '', '', 'design', '', 'kind', 'general', 'buggy', 'mess', 'make', 'frustrating', 'play', 'difficult', 'make', 'park', 'look', 'thing', 'clip', 'flicker', 'thing', 'time', 'select', 'build', 'item', 'work', 'intend', 'example', 'buy', 'obsess', 'specific', 'genre', 'play', ''];"In short: the game is a pretty basic theme park builder, with a wacky tone. The wacky tone works well, because they rides are quite creatively designed. But that's it.

Unfortunately, the game is kind of a general buggy mess making it both frustrating to play and difficult to make your parks look good (things are clipping, flickering, and things like that all the time - selecting built items doesn't always work as intended, for example).

Only buy if you're obsessed with this specific genre, and have played virtually every other game like it.";-0.015000000000000003
Topic 3;0.31;coaster, thing, ride, look, play, way, need, build, glitch, place;['', 'roller_coasters', 'experience', 'graphic'];This is definitely a game for you if you like roller-coasters! 10/10 with experience, 100/100 for graphics.;-0.5
Topic 3;0.31;coaster, thing, ride, look, play, way, need, build, glitch, place;['nice', '', 'bug'];Very nice Game but sadly with a lot of bugs.;-0.04
Topic 3;0.36;coaster, thing, ride, look, play, way, need, build, glitch, place;['ton', 'fun', '', 'little', 'bug', 'fix', '', 'thing', 'look', 'simple', 'spelling', 'error'];Its tons of fun. Hopefully they do a little bug fix soon because some things were looked over. Simple spelling errors.;0.0375
Topic 3;0.29;coaster, thing, ride, look, play, way, need, build, glitch, place;['cool', 'functionality', '', 'good', 'theme_park', 'rollercoaster_tycoon', 'ability', 'break', '', 'normal', 'limit', 'genre', 'game', 'make', '', 'spectacular'];Very  cool game,  great functionality so far. Best theme park game since rollercoaster tycoon. The ability to break away from normal limits within this genre of games makes it  truly spectacular.;0.288125
Topic 3;0.73;coaster, thing, ride, look, play, way, need, build, glitch, place;['nice', 'little', 'need', 'work', 'make', 'worth_price', 'point', 'compete', 'title', '', 'pro', 'campaign', 'format', '', 'voice', 'time', 'cut', 'scene', 'art', 'style', 'general', 'play', 'solid', 'small', 'aspect', 'frustrating', 'con', 'upgrade', 'ride', 'store', 'staff', '', 'cool', 'con', 'clunky', 'create', 'customise', 'park', 'ride', 'place', 'path', 'close', 'rotation', 'snap', 'annoying', 'general', 'control', 'place', 'custom', 'building', 'piece', 'frustrating', 'subpar', 'game', 'genre', 'campaign', 'mission', 'campaign', 'repetitive', 'annoying', 'part', '', 'early', 'play', 'minimal', 'pre', 'ride', 'build', 'style', 'high', 'cost', 'worth', '', 'offer'];"It is a nice little game but needs some work to make it worth the price point and to compete with other titles in this genre.

Pros:
- Campaign is in a great format which is fully voiced and at time some cut scenes
- Art style is great
- General Game play is solid however small aspects are frustrating (see cons)
- The upgrade system for rides, stores and staff is pretty cool

Cons:
- Clunky system for creating and customising your park and rides (cant place paths close to each other, the rotation and snapping is annoying, general control when placing custom building pieces is very frustrating and subpar to other games in this genre
- After a few campaign missions, it the campaign does get repetitive / annoying (some parts you cant get past from early play)
- minimal pre-made rides and building styles
- High cost of the game is not worth what the game currently offers";-0.07741666666666666
Topic 3;0.5;coaster, thing, ride, look, play, way, need, build, glitch, place;['', '', 'theme_park', 'builder', 'play', '', 'unpolished', 'state', 'launch', 'impossification', 'allow', 'upgrade', 'ride', '', 'crazy', 'contraption', 'fun', 'art', 'animation', 'marvel', 'plenty', 'build', 'decorate', 'make', 'custom', 'tunnel', 'probs', 'building', 'plenty', 'option', 'stuff'];"Probs the most fun theme park builder I've played, even in the somewhat unpolished state it is now at launch.

The ""impossification"" system allows you to upgrade rides into some really crazy contraptions that are a lot of fun to see--the art and animation in this game is a marvel.

Plenty to build and decorate with, you can make custom tunnels, probs, buildings...plenty of options. Good stuff!";0.1625
Topic 3;0.55;coaster, thing, ride, look, play, way, need, build, glitch, place;['', 'disappointed', 'transport', 'ride', 'little', 'coaster', 'crash', 'time', 'unhappy', 'flat_rides', 'need', 'fix', 'coaster', 'sound', 'go', 'sound', 'sound', 'coaster', 'fix', 'excite', 'release', '', 'upset'];Iam very disappointed! No transport rides very little coasters and crashing all the time ! Very unhappy! Also not enough flat rides ! This game needs serious fixing! Also the coasters sound goes in and out ! The sound doesn't even sound like a coaster ! Please fix the game! I was so excited when it was released and now iam very upset!;-0.12327724358974358
Topic 3;0.69;coaster, thing, ride, look, play, way, need, build, glitch, place;['fun', '', 'campaign', '', 'hour', 'breaking_bugs', 'start', 'appear', 'flat_rides', 'coaster', 'board', 'visitor', '', 'glitch', 'entrance', 'exit', 'block', 'ride', 'continue', 'opperation', 'impossification', 'feature', 'nice', 'promotional', 'material', 'simple', 'upgrade', 'ride', 'customize', 'impossification', 'feel', 'weird', 'trailer', 'look', 'impossify', 'design', 'coaster', 'nightmare', 'usability', 'coaster', 'get', 'bit', 'complex', 'multiple', 'inversion', 'track', 'start', 'glitch', 'cause', '', 'high', 'force', '', 'place', 'track', 'object', '', 'start', '', 'difficult', 'want', 'try', 'impossification', 'module', 'coaster', 'thing', '', 'start', 'fiddely', 'point', 'coaster', 'design', '', 'cost', 'multiple', 'hour', 'coaster', 'station', 'customize', 'fit', 'theme', 'theme_park', 'make', 'stick', 'sore', 'thumb', 'example', 'second', 'campaign', 'mission', 'desert', 'western', '', 'choose', 'western', 'themed', 'flatride', 'standard', 'look', 'coaster', 'minecart', 'coaster', 'train', 'wooden', 'coaster', 'custom', 'theme', 'coaster', 'station', 'coaster', '', '', 'overall', 'unfinished', 'handle', 'early', 'alpha', 'build', 'suffer', 'performance', 'issue', '', 'oversell', 'feature', 'deliver', 'actual'];"The Game seems fun at first, but later into the campaign (3-4 hours in) the game breaking Bugs start to appear. Flat Rides and Coasters cant be boarded by visitors anymore, they glitch out on the entrance or exit and block the ride from continuing its opperation. 
The ""Impossification"" Feature seemed nice in the promotional Material but is just a simple upgrade to rides, you cant customize the ""Impossification"" which feels weird to me because in the trailer it looked like you could Impossify everything yourself. 
Designing a Coaster is also a nightmare from the usability. 
Once the Coaster gets a bit more complex with multiple inversions the tracks start to glitch causing extremly high g-forces where they should not be.
Accuratly placing tracks around objects, or even underground start to become extremly difficult. 
Once you want to try the ""Impossification"" Modules on a Coaster things really start to get fiddely to the point where a Coaster Design easily costs you multiple hours. 
The Coaster Stations cant be customized to fit the Theme of your Theme Park making them stick out like a sore thumb. For example: the Second Campaign Mission is Desert/Western themed and you can only choose Western Themed Flatrides and Standard looking Coasters. No Minecart Coaster Trains, no wooden Coaster, no Custom Theming to the coaster station. 
The Coaster really seem like an afterthought. 

TL;DR:
Overall this game seems very unfinished, handles like an early alpha build, suffers from performance issues and really Oversells on the Features and under delivers on them in the actual game.";0.0005729166666666643
Topic 3;0.32;coaster, thing, ride, look, play, way, need, build, glitch, place;['try', 'path', 'right', 'question', 'life', 'bug', 'countless', 'camera', 'janky'];Trying to get paths right has made me question my life, the bugs are countless and the camera is janky. I love it.;0.2619047619047619
Topic 3;0.41;coaster, thing, ride, look, play, way, need, build, glitch, place;['play', 'roller_coaster', 'tycoon', 'look', 'year', '', 'sky', 'limit', '', 'share', 'creation', 'user', 'expansion', 'come', ''];If you have ever played roller coaster tycoon this is what we have been looking for all these years later. The sky is the limit for this game especially when we can share creations with other users and expansions come later on;-0.10500000000000001
